Epoch 003/100 [0010/0049] -- loss_G: 9.0584 | loss_G_identity: 2.6351 | loss_G_GAN: 0.9309 | loss_G_cycle: 5.4923 | loss_D: 0.2764 -- ETA: 2:02:18.659082
Epoch 003/100 [0011/0049] -- loss_G: 9.0401 | loss_G_identity: 2.6292 | loss_G_GAN: 0.9303 | loss_G_cycle: 5.4806 | loss_D: 0.2750 -- ETA: 2:02:11.388411
Epoch 003/100 [0012/0049] -- loss_G: 9.0313 | loss_G_identity: 2.6259 | loss_G_GAN: 0.9317 | loss_G_cycle: 5.4736 | loss_D: 0.2741 -- ETA: 2:02:02.888565
Epoch 003/100 [0013/0049] -- loss_G: 9.0053 | loss_G_identity: 2.6187 | loss_G_GAN: 0.9306 | loss_G_cycle: 5.4560 | loss_D: 0.2732 -- ETA: 2:01:54.363492
Epoch 003/100 [0014/0049] -- loss_G: 8.9970 | loss_G_identity: 2.6162 | loss_G_GAN: 0.9326 | loss_G_cycle: 5.4482 | loss_D: 0.2721 -- ETA: 2:01:46.952251
Epoch 003/100 [0015/0049] -- loss_G: 8.9788 | loss_G_identity: 2.6091 | loss_G_GAN: 0.9350 | loss_G_cycle: 5.4347 | loss_D: 0.2713 -- ETA: 2:01:39.122209
Epoch 003/100 [0016/0049] -- loss_G: 8.9725 | loss_G_identity: 2.6052 | loss_G_GAN: 0.9373 | loss_G_cycle: 5.4299 | loss_D: 0.2722 -- ETA: 2:01:32.328821
Epoch 003/100 [0017/0049] -- loss_G: 8.9667 | loss_G_identity: 2.6012 | loss_G_GAN: 0.9371 | loss_G_cycle: 5.4283 | loss_D: 0.2731 -- ETA: 2:01:25.734260
Epoch 003/100 [0018/0049] -- loss_G: 8.9630 | loss_G_identity: 2.5973 | loss_G_GAN: 0.9429 | loss_G_cycle: 5.4228 | loss_D: 0.2741 -- ETA: 2:01:19.113576
Epoch 003/100 [0019/0049] -- loss_G: 8.9663 | loss_G_identity: 2.5989 | loss_G_GAN: 0.9402 | loss_G_cycle: 5.4273 | loss_D: 0.2750 -- ETA: 2:01:11.869634
Epoch 003/100 [0020/0049] -- loss_G: 8.9625 | loss_G_identity: 2.5956 | loss_G_GAN: 0.9424 | loss_G_cycle: 5.4245 | loss_D: 0.2742 -- ETA: 2:01:04.947618
Epoch 003/100 [0021/0049] -- loss_G: 8.9466 | loss_G_identity: 2.5914 | loss_G_GAN: 0.9420 | loss_G_cycle: 5.4132 | loss_D: 0.2737 -- ETA: 2:00:57.857949
Epoch 003/100 [0022/0049] -- loss_G: 8.9285 | loss_G_identity: 2.5863 | loss_G_GAN: 0.9409 | loss_G_cycle: 5.4013 | loss_D: 0.2730 -- ETA: 2:00:50.965601
Epoch 003/100 [0023/0049] -- loss_G: 8.9121 | loss_G_identity: 2.5815 | loss_G_GAN: 0.9390 | loss_G_cycle: 5.3915 | loss_D: 0.2724 -- ETA: 2:00:43.968845
Epoch 003/100 [0024/0049] -- loss_G: 8.9037 | loss_G_identity: 2.5782 | loss_G_GAN: 0.9414 | loss_G_cycle: 5.3840 | loss_D: 0.2720 -- ETA: 2:00:37.238236
Epoch 003/100 [0025/0049] -- loss_G: 8.9038 | loss_G_identity: 2.5797 | loss_G_GAN: 0.9380 | loss_G_cycle: 5.3861 | loss_D: 0.2720 -- ETA: 2:00:30.562641
Epoch 003/100 [0026/0049] -- loss_G: 8.8942 | loss_G_identity: 2.5746 | loss_G_GAN: 0.9444 | loss_G_cycle: 5.3752 | loss_D: 0.2727 -- ETA: 2:00:24.599341
Epoch 003/100 [0027/0049] -- loss_G: 8.8816 | loss_G_identity: 2.5713 | loss_G_GAN: 0.9424 | loss_G_cycle: 5.3679 | loss_D: 0.2734 -- ETA: 2:00:18.097026
Epoch 003/100 [0028/0049] -- loss_G: 8.8764 | loss_G_identity: 2.5658 | loss_G_GAN: 0.9531 | loss_G_cycle: 5.3575 | loss_D: 0.2745 -- ETA: 2:00:11.699626
Epoch 003/100 [0029/0049] -- loss_G: 8.8714 | loss_G_identity: 2.5641 | loss_G_GAN: 0.9488 | loss_G_cycle: 5.3586 | loss_D: 0.2753 -- ETA: 2:00:04.791406
Epoch 003/100 [0030/0049] -- loss_G: 8.8790 | loss_G_identity: 2.5627 | loss_G_GAN: 0.9562 | loss_G_cycle: 5.3602 | loss_D: 0.2767 -- ETA: 1:59:58.062075
Epoch 003/100 [0031/0049] -- loss_G: 8.8671 | loss_G_identity: 2.5598 | loss_G_GAN: 0.9536 | loss_G_cycle: 5.3537 | loss_D: 0.2764 -- ETA: 1:59:51.081234
Epoch 003/100 [0032/0049] -- loss_G: 8.8592 | loss_G_identity: 2.5561 | loss_G_GAN: 0.9559 | loss_G_cycle: 5.3471 | loss_D: 0.2756 -- ETA: 1:59:44.530163
Epoch 003/100 [0033/0049] -- loss_G: 8.8476 | loss_G_identity: 2.5527 | loss_G_GAN: 0.9549 | loss_G_cycle: 5.3399 | loss_D: 0.2746 -- ETA: 1:59:39.561898
Epoch 003/100 [0034/0049] -- loss_G: 8.8479 | loss_G_identity: 2.5522 | loss_G_GAN: 0.9529 | loss_G_cycle: 5.3428 | loss_D: 0.2744 -- ETA: 1:59:34.393666
Epoch 003/100 [0035/0049] -- loss_G: 8.8459 | loss_G_identity: 2.5512 | loss_G_GAN: 0.9565 | loss_G_cycle: 5.3382 | loss_D: 0.2749 -- ETA: 1:59:28.985350
Epoch 003/100 [0036/0049] -- loss_G: 8.8356 | loss_G_identity: 2.5481 | loss_G_GAN: 0.9565 | loss_G_cycle: 5.3310 | loss_D: 0.2758 -- ETA: 1:59:24.239544
