Epoch 001/100 [0089/0164] --{'loss_classifier': 0.7305343151092529, 'loss_box_reg': 0.08032882958650589, 'loss_objectness': 0.6967891454696655, 'loss_rpn_box_reg': 0.4017527103424072}ETA: 2:22:01.911963
Epoch 001/100 [0090/0164] --{'loss_classifier': 0.7217584252357483, 'loss_box_reg': 0.07191138714551926, 'loss_objectness': 0.695408821105957, 'loss_rpn_box_reg': 0.2786392569541931}ETA: 2:22:03.288160
Epoch 001/100 [0091/0164] --{'loss_classifier': 0.725590705871582, 'loss_box_reg': 0.07221394032239914, 'loss_objectness': 0.6940860748291016, 'loss_rpn_box_reg': 0.5322338938713074}ETA: 2:22:04.863066
Epoch 001/100 [0092/0164] --{'loss_classifier': 0.7283673882484436, 'loss_box_reg': 0.06144417077302933, 'loss_objectness': 0.6939393281936646, 'loss_rpn_box_reg': 0.2807598114013672}ETA: 2:22:07.305683
Epoch 001/100 [0093/0164] --{'loss_classifier': 0.7297926545143127, 'loss_box_reg': 0.04762320965528488, 'loss_objectness': 0.6952502727508545, 'loss_rpn_box_reg': 0.4231362044811249}ETA: 2:22:06.344908
Epoch 001/100 [0094/0164] --{'loss_classifier': 0.7303052544593811, 'loss_box_reg': 0.05796927213668823, 'loss_objectness': 0.6936379671096802, 'loss_rpn_box_reg': 0.09505324065685272}ETA: 2:22:06.642460
Epoch 001/100 [0095/0164] --{'loss_classifier': 0.7307267189025879, 'loss_box_reg': 0.06764878332614899, 'loss_objectness': 0.6959384679794312, 'loss_rpn_box_reg': 0.35924896597862244}ETA: 2:22:05.929453
Epoch 001/100 [0096/0164] --{'loss_classifier': 0.7326903343200684, 'loss_box_reg': 0.05539017543196678, 'loss_objectness': 0.6954830884933472, 'loss_rpn_box_reg': 0.38293954730033875}ETA: 2:22:05.736019
Epoch 001/100 [0097/0164] --{'loss_classifier': 0.7307053208351135, 'loss_box_reg': 0.08546555042266846, 'loss_objectness': 0.6945394277572632, 'loss_rpn_box_reg': 0.225967139005661}ETA: 2:22:05.789532
Epoch 001/100 [0098/0164] --{'loss_classifier': 0.7324938774108887, 'loss_box_reg': 0.05935800075531006, 'loss_objectness': 0.694815993309021, 'loss_rpn_box_reg': 0.30817651748657227}ETA: 2:22:05.095490
Epoch 001/100 [0099/0164] --{'loss_classifier': 0.7306537628173828, 'loss_box_reg': 0.0705636590719223, 'loss_objectness': 0.694759726524353, 'loss_rpn_box_reg': 0.10569058358669281}ETA: 2:22:04.205419
Epoch 001/100 [0100/0164] --{'loss_classifier': 0.7257137894630432, 'loss_box_reg': 0.08684134483337402, 'loss_objectness': 0.6939956545829773, 'loss_rpn_box_reg': 0.29151663184165955}ETA: 2:22:02.906360
Epoch 001/100 [0101/0164] --{'loss_classifier': 0.7326299548149109, 'loss_box_reg': 0.06290342658758163, 'loss_objectness': 0.694147527217865, 'loss_rpn_box_reg': 0.2718127369880676}ETA: 2:22:02.754999
Epoch 001/100 [0102/0164] --{'loss_classifier': 0.7282987236976624, 'loss_box_reg': 0.056411467492580414, 'loss_objectness': 0.695168673992157, 'loss_rpn_box_reg': 0.2445678561925888}ETA: 2:22:04.523689
Epoch 001/100 [0103/0164] --{'loss_classifier': 0.7207846641540527, 'loss_box_reg': 0.04908788949251175, 'loss_objectness': 0.6954681277275085, 'loss_rpn_box_reg': 0.22039794921875}ETA: 2:22:07.534093
Epoch 001/100 [0104/0164] --{'loss_classifier': 0.7286598086357117, 'loss_box_reg': 0.08437348902225494, 'loss_objectness': 0.6944613456726074, 'loss_rpn_box_reg': 0.16499382257461548}ETA: 2:22:09.550930
Epoch 001/100 [0105/0164] --{'loss_classifier': 0.7339301705360413, 'loss_box_reg': 0.0459832064807415, 'loss_objectness': 0.6964335441589355, 'loss_rpn_box_reg': 0.2654643952846527}ETA: 2:22:10.142604
Epoch 001/100 [0106/0164] --{'loss_classifier': 0.7311854362487793, 'loss_box_reg': 0.10003547370433807, 'loss_objectness': 0.6941118240356445, 'loss_rpn_box_reg': 0.11070872843265533}ETA: 2:22:09.769324
Epoch 001/100 [0107/0164] --{'loss_classifier': 0.7339094281196594, 'loss_box_reg': 0.026773175224661827, 'loss_objectness': 0.695918083190918, 'loss_rpn_box_reg': 0.44005125761032104}ETA: 2:22:09.547516
Epoch 001/100 [0108/0164] --{'loss_classifier': 0.7334752082824707, 'loss_box_reg': 0.03880202770233154, 'loss_objectness': 0.6962139010429382, 'loss_rpn_box_reg': 0.3175491988658905}ETA: 2:22:08.989921
Epoch 001/100 [0109/0164] --{'loss_classifier': 0.7321932315826416, 'loss_box_reg': 0.04970696195960045, 'loss_objectness': 0.6947793960571289, 'loss_rpn_box_reg': 0.20445004105567932}ETA: 2:22:08.359608
Epoch 001/100 [0110/0164] --{'loss_classifier': 0.7347543835639954, 'loss_box_reg': 0.06081939861178398, 'loss_objectness': 0.6938027739524841, 'loss_rpn_box_reg': 0.21153998374938965}ETA: 2:22:08.021496
Epoch 001/100 [0111/0164] --{'loss_classifier': 0.7312089800834656, 'loss_box_reg': 0.04434160515666008, 'loss_objectness': 0.6957029104232788, 'loss_rpn_box_reg': 0.4858025014400482}ETA: 2:22:07.765763
Epoch 001/100 [0112/0164] --{'loss_classifier': 0.7332370281219482, 'loss_box_reg': 0.055977970361709595, 'loss_objectness': 0.6951844096183777, 'loss_rpn_box_reg': 0.11748670786619186}ETA: 2:22:07.897455
Epoch 001/100 [0113/0164] --{'loss_classifier': 0.7293265461921692, 'loss_box_reg': 0.08095370978116989, 'loss_objectness': 0.6962053179740906, 'loss_rpn_box_reg': 0.3025272488594055}ETA: 2:22:07.389067
Epoch 001/100 [0114/0164] --{'loss_classifier': 0.7262346744537354, 'loss_box_reg': 0.05533980578184128, 'loss_objectness': 0.6954290270805359, 'loss_rpn_box_reg': 0.40998920798301697}ETA: 2:22:06.816244
Epoch 001/100 [0115/0164] --{'loss_classifier': 0.7293944954872131, 'loss_box_reg': 0.06841807067394257, 'loss_objectness': 0.6956490278244019, 'loss_rpn_box_reg': 0.3149873614311218}ETA: 2:22:06.412989
Epoch 001/100 [0116/0164] --{'loss_classifier': 0.7239019870758057, 'loss_box_reg': 0.030146561563014984, 'loss_objectness': 0.6940363645553589, 'loss_rpn_box_reg': 0.17375507950782776}ETA: 2:22:05.881905
Epoch 001/100 [0117/0164] --{'loss_classifier': 0.7282713055610657, 'loss_box_reg': 0.11744572967290878, 'loss_objectness': 0.6940152049064636, 'loss_rpn_box_reg': 0.36768993735313416}ETA: 2:22:05.624936
Epoch 001/100 [0118/0164] --{'loss_classifier': 0.7288257479667664, 'loss_box_reg': 0.06609810888767242, 'loss_objectness': 0.695219874382019, 'loss_rpn_box_reg': 0.5272114872932434}ETA: 2:22:04.975398
Epoch 001/100 [0119/0164] --{'loss_classifier': 0.7286021113395691, 'loss_box_reg': 0.0393863283097744, 'loss_objectness': 0.6950673460960388, 'loss_rpn_box_reg': 0.08322007209062576}ETA: 2:22:04.835068
Epoch 001/100 [0120/0164] --{'loss_classifier': 0.7283768653869629, 'loss_box_reg': 0.03730146959424019, 'loss_objectness': 0.6948503255844116, 'loss_rpn_box_reg': 0.2487696409225464}ETA: 2:22:04.472247
Epoch 001/100 [0121/0164] --{'loss_classifier': 0.7292384505271912, 'loss_box_reg': 0.08589354157447815, 'loss_objectness': 0.6936802268028259, 'loss_rpn_box_reg': 0.2559850811958313}ETA: 2:22:03.994847
Epoch 001/100 [0122/0164] --{'loss_classifier': 0.7327592968940735, 'loss_box_reg': 0.05305979773402214, 'loss_objectness': 0.6953562498092651, 'loss_rpn_box_reg': 0.3859763741493225}ETA: 2:22:03.785527
Epoch 001/100 [0123/0164] --{'loss_classifier': 0.7272975444793701, 'loss_box_reg': 0.07020195573568344, 'loss_objectness': 0.6929852366447449, 'loss_rpn_box_reg': 0.426559180021286}ETA: 2:22:03.490666
Epoch 001/100 [0124/0164] --{'loss_classifier': 0.731621265411377, 'loss_box_reg': 0.04628298804163933, 'loss_objectness': 0.6936759948730469, 'loss_rpn_box_reg': 0.18223723769187927}ETA: 2:22:03.479613
